dataset_slug,dataset_name,metric_key,metric_name,unit,item_key,item_name,value
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q5325213,Eagle Ribs Mountain,8140
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q49071445,Sardine Peak,8133
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q49022840,Crater Mountain,8132
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q1858241,Casper Mountain,8130
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q14713627,Crooked Thumb Peak,8129
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q130736,ナンガ・パルバット,8126
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q5692037,ハートマウンテン,8123
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q4693089,Agnes Mountain,8119
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q6922392,Mount Nesselrode,8117
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q28604195,Mount Conard,8117
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q7305919,Redhorn Peak,8113
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q20871398,Crystal Peak,8107
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q955807,Isanotski Peaks,8106
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q5194883,Curly Bear Mountain,8099
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q6921851,リン山,8098
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q4976230,Brown Peak,8095
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q5595904,Granite Peak,8094
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q16466024,アンナプルナI峰,8091
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q39074795,Vinegar Hill,8084
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q187138,ガッシャーブルムI峰,8080
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q49022207,Corteo Peak,8080
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q49052914,Mount Hardy,8080
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q49014601,Boat Mesa,8074
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q3141668,Hozomeen Mountain,8071
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q5350921,El Capitan,8064
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q6921409,Mount Ina Coolbrith,8064
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q180996,ブロード・ピーク,8051
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q49014482,Blue Mountain Plateau,8048
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q8554430,サンセット・クレーター,8042
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q49082179,The Blues,8042
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q5125039,Clagett Butte,8041
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q7974334,Waterman Mountain,8041
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q39050234,Gearhart Mountain,8041
